contextTitle,tweetId
Trump Appoints Former FEC Chairman Donald McGahn as White House Counsel | BCNN1 - Black Christian News Network,2758
VIDEO : Fake News CNN Desperately Tries to Put a NEGATIVE SPIN on Trump&#8217;s Carrier AC Victory,2774
"13 Soldiers Killed, 48 Others Wounded in Car Bomb Attack in Central Turkey | BCNN1 - Black Christian News Network",2781
Heimlich manoeuvre creator dies at 96 - World - CBC News,2777
52 Soldiers and Police Killed by Suicide Bomber in Yemeni Port City | BCNN1 - Black Christian News Network,2773
"2 accused of gun threat, harassment in Mason City | North Iowa Crime & Courts | globegazette.com",2784
"	One killed, two others injured after stolen car crashes in Vancouver | 						OregonLive.com",2793
College Football Player Charged With Murder in Death of High School Cheerleader | BCNN1 - Black Christian News Network,2806
Bodyweight Workout You Can Do Anywhere | Greatist,2818
,2813
"Psychology Around the Net: November 26, 2016 – Healthy Living and Happy Lifestyle",2795
Hot Celebrity Siblings | Luufy,2805
Earn money on short links. Make short links and earn the biggest money - shorte.st,2790
32 People Killed After Suicide Bomber Strikes Shiite Mosque in Kabul | BCNN1 - Black Christian News Network,2825
Earn money on short links. Make short links and earn the biggest money - shorte.st,2821
Earn money on short links. Make short links and earn the biggest money - shorte.st,2833
Earn money on short links. Make short links and earn the biggest money - shorte.st,2841
Federal Survey Debunks Marijuana-Youth Myth (Again) – Weed News,2850
drifterup Medical News,2857
Happy New Year! – CO Blog,2826
Magic Leap CEO responds to 'grumpy mouse tech blogger writers',2859
Let me tell you Trump supporters have great geography. They have the best geography : BlackPeopleTwitter,2852
Resentment Can Damage Marriage Even More Than Cheating – Healthy Living and Happy Lifestyle,2871
Use This Content Marketing Checklist to Skyrocket Your Productivity - Copyblogger,2869
Opioid-Dependent Babies Up at Rural Hospitals,2887
Santa wrapped them : funny,2854
Earn money on short links. Make short links and earn the biggest money - shorte.st,2885
Earn money on short links. Make short links and earn the biggest money - shorte.st,2889
"The New York Times | ""While depression threatened to drown me, movies helped...",2903
Earn money on short links. Make short links and earn the biggest money - shorte.st,2902
A Guide to Cultivating A Career on Game Design,2891
Etsy :: Your place to buy and sell all things handmade,2905
'Secondary Trauma': When PTSD is Contagious - The Atlantic,2908
"5 People, Including Heart Attack Patient, Killed in Helicopter Crash in Iran | BCNN1 - Black Christian News Network",2897
Naomi Judd Suicide Shocker! Country Star Admits Depression Battle In New Tell-All,2939
Tragic suicide of a bullied gay 13-year-old mourned on Twitter,2978
Dogs live in fear of death every day at an abandoned meat dog-breeding farm - Stop the Dog and Cat Consumption in S. Korea!,2972
"Aleppo 'Hell-Hole': Children Burned Alive, Women Killing Themselves to Avoid Being Raped",2994
Wait what? : BlackPeopleTwitter,2976
FBi 94.5FM Program | FBi Radio,2967
Etsy :: Your place to buy and sell all things handmade,2995
Earn money on short links. Make short links and earn the biggest money - shorte.st,2990
Who's dumber? him or the simpleton ass hoes who listen to his dumb ass explanation and let him hit it raw! : BlackPeopleTwitter,2991
Sigfox is coming to Hong Kong - Business Insider,3016
,3019
,3033
"[Success Story Saturday] “It Was Nice Waking Up to 3 Commission Notifications This Morning"" • My Lead System PRO - MyLeadSystemPRO",2964
Earn money on short links. Make short links and earn the biggest money - shorte.st,3027
Red Jasper Earrings Jasper Gemstone Earrings Root Chakra,3018
"Photo gallery: Fidel Castro's ashes pass along the main road through Las Tunas, Cuba | Fri., Dec. 2, 2016 | Miami Herald",3050
Amazon.com: Wishful Drinking eBook: Carrie Fisher: Kindle Store,3008
How Has Mel Gibson Pulled Off Hollywood’s Most Unlikely Comeback? Vile Racist Rants and Domestic Abuse Destroyed his Career. Now he’s Nominated For a Golden Globe. | BCNN1 - Black Christian News Network,3043
"Quotemeal for Friday, December 9, 2016",3036
Mourners stand vigil for Mason City murder victim | Mason City & North Iowa | globegazette.com,3054
Earn money on short links. Make short links and earn the biggest money - shorte.st,3062
drifterup Medical News,3072
When you dig some kicks but keep your gas game on point : BlackPeopleTwitter,3052
"Yo, you got a skitty? : BlackPeopleTwitter",3063
"Amazon.com: Doug J. Cooper: Books, Biography, Blog, Audiobooks, Kindle",3074
Are You Car Poor? - Kaz-LifeBalance.com,3006
Earn money on short links. Make short links and earn the biggest money - shorte.st,3093
drifterup Medical News,3113
Driver In Fatal Baltimore School Bus Crash That Killed Him and Five Others Was Speeding and Had a History of Causing Car Wrecks | BCNN1 - Black Christian News Network,3105
drifterup Medical News,3131
Oxytocin Axe - Best Pheromones Reviewed - a Review of the 3 Best Pheromones,3130
Earn money on short links. Make short links and earn the biggest money - shorte.st,3117
Earn money on short links. Make short links and earn the biggest money - shorte.st,3118
Just 1 Cigarette a Day Can Be Deadly: Study ,3165
"
	arzillion
",3146
drifterup Medical News,3183
Earn money on short links. Make short links and earn the biggest money - shorte.st,3179
"Woman &#039;suffering, bedridden&#039; in prison after starving Chihuahua to death ",3193
Pastor Suffers Fatal Heart Attack After Singing \'In His Presence\' At Florida Church | Christian News on Christian Today,3181
Earn money on short links. Make short links and earn the biggest money - shorte.st,3185
The Social Club: A Shelter in the Storm – Healthy Living and Happy Lifestyle,3189
Happy Diaversary Gifs,3168
Did You Know: Alice in Wonderland | Luufy,3201
Yemen In Crisis: DEC Launches Emergency Appeal As Millions Starve | Christian News on Christian Today,3187
"SHOCK MARKET WARNING: US must prepare for ‘once in lifetime’ COLLAPSE, warns top economist",3195
Ibuprofen could reduce smokers' risk of death from lung cancer,3149
9 tips for running in fancy dress - Runner's World,3271
,3247
"MOST POWERFUL  DUA To Remove Stress, Worry, Anxiety, Grief, Sorrow, Depression & Distress ᴴᴰ",3253
Globe Gazette Cheer fund helps spread holiday cheer | Mason City & North Iowa | globegazette.com,3296
NBA Kicks of the Night - Gizmorati,3257
Mourners stand vigil for Mason City murder victim | Mason City & North Iowa | globegazette.com,3277
This item is unavailable,3303
The Origin of Black Science Man : BlackPeopleTwitter,3281
7 Incredible Results You'll Get From Walking 30 Minutes A Day | Prevention,3324
Girls SilverTone Heart Necklace Nice # 4 | eBay,3314
MY DEPRESSION AND BEING BULLIED EXPEREINCE | Samantha Wicks,3318
Why vaccines spread disease; an in-depth analysis of flawed vaccination science - NaturalNews.com,3338
"
	How To : arzillion
",3209
"
	MMJ Stock symbol NDEV
",3346
On Sale 11 Blue and White Speckled Ceramic Cabinet Knobs,3312
"another stupid, emo and fangirl blog ,, blog - michael + crystal = ¿<3? - Wattpad",3230
3 quick facts about memory.:Brainstorm Psychology,3331
Earn money on short links. Make short links and earn the biggest money - shorte.st,3329
"	This Oregon professor is not the David Friedman you're looking for  | 						OregonLive.com",3352
Earn money on short links. Make short links and earn the biggest money - shorte.st,3341
Male sex enhancement capsule and diet capsule recalled over ingredients | Miami Herald,3387
drifterup Medical News,3373
drifterup Medical News,3402
UN says it's getting daily reports of rapes and killings in Myanmar - Business Insider,3437
"Year of Yes: How to Dance It Out, Stand In the Sun and Be Your Own Person: Shonda Rhimes: 9781476777122: Amazon.com: Books",3361
Felted cat  cat figure needle felted small cat toy cat,3394
drifterup Medical News,3430
,3429
Earn money on short links. Make short links and earn the biggest money - shorte.st,3416
drifterup Medical News,3435
Could an Antidepressant Prevent Depression After Traumatic Brain Injury?,3413
"
	Kwara Prisons Command denies beating 6 inmates to death
",3423
Michigan Firefighter Fired After Racist Rant On Facebook,3425
"
                Filipinos fear extrajudicial killings, but approve of drugs war: survey | Reuters",3458
Toys That All Children Had | Epphany.com,3457
,3470
drifterup Medical News,3487
"
                China, U.S. 'appropriately handling' seizure of drone, China says | Reuters",3530
Earn money on short links. Make short links and earn the biggest money - shorte.st,3494
drifterup Medical News,3527
BTS Wins Best Group of 2016 in PopCrush Fan Choice Awards,3546
Biith Brazy! : BlackPeopleTwitter,3507
"Sex, Lies &amp; Loneliness: Gary Condit Confesses Depression Battle After Chandra Levy Scandal",3565
,3558
,3495
Earn money on short links. Make short links and earn the biggest money - shorte.st,3537
Empathy Maps: A Complete Guide to Crawling Inside Your Customer's Head,3570
Felt art sculpture with lots of colors wool sculpture,3526
"
	Suicide car bomb explodes at checkpoint, kills bomber
",3536
"	Evicted man shoots N. Portland apartment staff, police say | 						OregonLive.com",3579
Jessica Whelan cancer death: Four-year-old who touched hearts dies - BBC News,3520
HIV and AIDS: What to Know in 2016 | Greatist,3585
Make It - Box Joint Box: 7 Steps (with Pictures),3597
LINE PLAY,3594
FBC News,3601
How to Choose Healthy Fast Food Meals | EZWellnessClub,3544
"Tuscany, Italy - WTG GLOBAL",3410
"EPA to consider banning asbestos, other chemicals | TheHill",3616
How a former model decided to launch an app to tackle mental illness  |  TechCrunch,3590
"
	Presence of tumor DNA in blood linked to poor outcomes in pancreatic cancer patients
",3593
PRESENTS PARENTAL ADVISORY EIPLICIT CONTENT One OF MY Favorite Hip Hop Albums of All Time TheAdventuresOfBobbyRay HipHop Rap Rapper MC Emcee Music | Meme on SIZZLE,3610
Opening the Tomb of Jesus,3667
Earn money on short links. Make short links and earn the biggest money - shorte.st,3627
Rihanna + Prince Harry Get Tested for HIV on World AIDS Day,3697
Thousands Demand Turkey Release US Pastor Jailed On Terrorism Charges | Christian News on Christian Today,3628
"Fort Dodge man accused of assault, animal abuse arrested in North Iowa | North Iowa Crime & Courts | globegazette.com",3647
Mason City attorneys elected to state board | Mason City & North Iowa | globegazette.com,3671
"
                Colombia's president, opposition rival to meet with Pope Francis | Reuters",3726
Branstad pick weighs on 2018 election | Iowa & The Midwest | globegazette.com,3703
Empedate o emprende: Bebe una vida o disfruta tu vida eBook: Roberto Córdova: Amazon.com.mx: Tienda Kindle,3636
,3734
Bellevue man arrested on sexual assault charges,3724
On Black Men and Mental Health,3736
Analysis of @mwongelaf FOLLOWERS,3730
AC/DC impairs male gaming performance,3664
" Vintage Thetford Flower Tray Serving Platter Nice 14"" U204 | eBay ",3727
Mediterranean Diet Benefits for Wellness and Healing,3746
Chapter 5 – Biblio's Blood,3753
"
                Azerbaijan criminalizes defamation of the president online | Reuters",3759
,3760
Audioboom / 53. From massage therapist to podcaster to speaker with Kristie Melling,3756
drifterup Medical News,3788
"
	High BMI or fat mass linked to increased risk for SUI and UUI in older women
",3794
Miami considers leasing city’s riverside headquarters to developer | Miami Herald,3813
Neck Stretches: How to Relieve Neck Pain | Fitness Magazine,3686
,3820
SeaWorld will transform Kraken into a virtual reality roller coaster | Miami Herald,3854
,3827
WARNING: Regularly Doing THIS in The Shower Could Double Your Risk of Cancer | WorldTruth.Tv,3772
,3837
,3805
Flavor Town : memes,3855
!K7 launches 'neo-classical hub' 7K! with label services offering - Music Business Worldwide,3840
"AddictionRevival on Twitter: ""#addiction #recovery road… """,3894
Facts About Palm Oil and Palm Kernel Oil | Shape Magazine,3859
Waiting for this day when the perfect only wise God-man rules the earth and brings peace and justice! The baby in the manger is a King! Spirit and … | Pinteres…,3874
"	Body found floating in Willamette River near Swan Island | 						OregonLive.com",3931
Soompi Awards 2016 Voting | Soompi,3861
,3937
,3952
Earn money on short links. Make short links and earn the biggest money - shorte.st,3906
,3899
"Ulcerative Colitis Pictures: Warning Signs of UC, How It's Different From Crohn's and More",3963
drifterup Medical News,3971
Wooden Radar Tower Toys | Working Rotating Antenna: 5 Steps (with Pictures),4000
Earn money on short links. Make short links and earn the biggest money - shorte.st,3946
Christmas Magic at Skylands Stadium | Mommy University,3956
,4004
Earn money on short links. Make short links and earn the biggest money - shorte.st,3998
You gotta love this smile! He lights up my life ... when he's not making me chase him around the house for a nap or diaper change. | Pinterest | Diapers,3953
drifterup Medical News,4048
How Obesity Affects the Human Brain – Healthy Living and Happy Lifestyle,4065
Enter to win this AMAZING book! | Inspirational | Pinterest | Books,4038
"Over 70 Killed, 20 Wounded in ISIS Truck Bomb Attack Near Baghdad | BCNN1 - Black Christian News Network",4063
,4091
"
	S 1019 : arzillion
",4058
,4090
North Iowa sports notes: Mason City tripped up by Des Moines Roosevelt | North Iowa High School Girls Basketball | globegazette.com,4104
Earn money on short links. Make short links and earn the biggest money - shorte.st,4082
drifterup Medical News,4105
Tracey Meredith. Middle Grade to Young Adult stories : BARRY & the Dinosaur King,4097
drifterup Medical News,4111
"2 accused of gun threat, harassment in Mason City | North Iowa Crime & Courts | globegazette.com",4125
Using Homeopathic Alternative Medicine vs Prescription Drugs,4116
"
	Many cancer survivors suffer from anxiety and depression, study finds
",4135
Goture 200pcs/lot Stainless Rolling Swivel With Nice Snap MS+ZQ Hooks Lure Connector Sea Rock Fishing Swivels Snaps Tackle-in Fishhooks from Sports & Entertainment on Aliexpress.com | Alibaba Group,4140
Best Phermone Cologne - How to Attract Love With the Modern Love Charm,4149
"ISIS Suicide Attack Kills 48 People, Wounds Dozens More in Yemen | BCNN1 - Black Christian News Network",4153
How to create a table of contents – Web-ID,4102
Photos: North Iowa Bulls vs. New Ulm | North Iowa Bulls | globegazette.com,4184
,4178
ICBC Heads to San Francisco Before Making the Trek to Berlin – Weed News,4170
"
                Kurdish traders gearing up to take over Mosul trade from Syrians | Reuters",4209
180. Sextrafficking: How to Empower with Education to Make a Lasting Change with Nicky Mih,4204
Bavaria H & J Co Pink Rose Oblong Vegetable ~ Celery Dish Look Nice U1230 | eBay,4198
Alabama Couple Planted Fake Bomb at Elementary School and Planned to Kill Police Officers to Start Race War | BCNN1 - Black Christian News Network,4203
drifterup Medical News,4224
Earn money on short links. Make short links and earn the biggest money - shorte.st,4222
Most Legendary Club Captains | Epphany.com,4238
drifterup Medical News,4245
Justin Bieber says Instagram is ‘For the Devil’ | BCNN1 - Black Christian News Network,4277
"
                Militiamen attack prison in east Congo, sparking gun battle | Reuters",4282
Here’s What Kind Of Dog You Are Based On Your Myers-Briggs Personality Type | Thought Catalog,4289
drifterup Medical News,4310
"Amazon.com: Doctor Who: The Complete Seventh Series (Blu-ray): Matt Smith, Jenna Coleman, Karen Gillan, Arthur Darvill, Paul Kasey, Kevin Hudson, Ruari Mears, Alex Kingston, Steven Moffat: Movies & TV",4261
Poor cardiorespiratory fitness is a major risk factor for depression,4320
Podcast - Tips to get the listener to become a member at an event,4259
Gender gap in medicine remains in the spotlight in 2016,4302
drifterup Medical News,4356
How Slavery Was Never Abolished & Simply Evolved Into The Prison System | WorldTruth.Tv,4322
Earn money on short links. Make short links and earn the biggest money - shorte.st,4361
Earn money on short links. Make short links and earn the biggest money - shorte.st,4362
,4366
"
                Two girl suicide bombers kill at least three in Nigeria's Maiduguri: official | Reuters",4375
This Woman Took Pics in 6 Different Pant Sizes to See How They Compared | Women's Health,4372
Bavaria H & J Co Pink Rose Lot of 2 Saucer Dishes Look Nice U1230 | eBay,4368
How To Empower Employees To Improve Company Performance,4394
Portland Police,4384
Miami Heat continues to deal with injuries on road trip | Miami Herald,4397
Andrew Luck at Brilliant Best In First Game Back Since Concussion; Colts Pound Jets 41-10 | BCNN1 - Black Christian News Network,4392
73 Questions - Mrs H's favourite things,4355
8 Methods to Grow Hair Faster – Healthy Living and Happy Lifestyle,4400
Nobody expected this... : funny,4389
drifterup Medical News,4413
 5.0 out of 5 stars A nice crystallization of The... - Love♠︎Engineers,4415
"The first 'Super Mario' game for iPhone is excellent, gorgeous, and too short, Business Insider - Business Insider Singapore",4446
How To Get a Promotion Without Working Yourself To The Bone – Healthy Living and Happy Lifestyle,4426
Here's When to Say Something—and When to Keep Your Mouth Shut | Greatist,4431
,4448
"Happy birthday Mel Gibson! #melgibson #birthday #quote #braveheart #signs #lethalweapon #thepatriot | Blog Mundo de Cinema | Pinterest | Braveheart, Mel gibson…",4423
"
                China detains nine for collapsed power plant disaster that killed 74 | Reuters",4468
"
                German police arrest Iraqi rape suspect, leaders warn against backlash | Reuters",4483
,4473
Account Suspended,4472
Secrets Buried in the Lemon Grove - YouTube,4507
Alex Arthur lifts lid on Hell he suffered after quitting including depression,4526
,4509
Video: Mason City man formally charged with murder for woman's death | North Iowa Crime & Courts | globegazette.com,4527
drifterup Medical News,4543
Picarto.TV - Cheeks' Channel,4503
"
	Top Stories : arzillion
",4520
"
	arzillion
",4545
This subscription box is the perfect gift for dog lovers this holiday season - Business Insider,4558
Bodyweight Workout: A 30-Minute HIIT Routine That Makes Time Fly By | Greatist,4595
,4584
Pokemon Go: Exercise impact 'short-lived' - BBC News,4539
"Tracey Meredith. Middle Grade to Young Adult stories : Conwy, North Wales. What to do when your husband is busy looking for collectibles.",4615
Brooch flower felt felted jewelry clothing decoration wet,4603
drifterup Medical News,4642
Earn money on short links. Make short links and earn the biggest money - shorte.st,4646
"#UglySweaterWave Tickets, Wed, Dec 21, 2016 at 10:00 PM | Eventbrite",4649
drifterup Medical News,4661
'Vampire Diaries' Bonnie and Enzo Win Best TV Couple in 2016 Fan Choice Awards,4663
,4675
Zika virus microcephaly can develop after birth: CDC study,4665
"
	 : arzillion
",4671
The cost of public inquiries -  Full Fact,4676
"
                Schoolgirl suicide bombers kill 56 in Nigerian market: official | Reuters",4728
Designed Hair Barrette Lot White & Black With Gold Nice Barrettes NIP U102 | eBay,4722
Pope\'s Horror At Prostitute Tortured And Forced To Work Until She Gave Birth | Christian News on Christian Today,4683
will.i.am - home,4746
Etsy :: Your place to buy and sell all things handmade,4748
drifterup Medical News,4757
"The Devil of Light (Cass Elliot Crime Series Book 1) - Kindle edition by Gae-Lynn Woods. Mystery, Thriller & Suspense Kindle eBooks @ Amazon.com.",4735
Earn money on short links. Make short links and earn the biggest money - shorte.st,4765
I think that is how thugs in Gotham City know about the Dark Knight : BlackPeopleTwitter,4760
Fear And Exhaustion In Aleppo As Brutal Siege Continues | Christian News on Christian Today,4752
Enter the giveaway: Click to win a free copy of Things I Wish I Knew Before We Became Parents by Gary Chapman. Check it out at gloriousmomblog.com.… | Pinteres…,4749
"Amazon.com: Lily Luchesi: Books, Biography, Blog, Audiobooks, Kindle",4781
Brainstorm Psychology videos: Batman Unmasked The Psychology Of The Dark Knight Documentary,4784
drifterup Medical News,4797
1 in 6 Adults in The US Takes a Psychiatric Drug,4801
,4810
,4839
drifterup Medical News,4842
"
	Curasan reveal plan for orthopedic product campaign
",4836
"	Beaverton man accused of attempted rape arrested in Eugene park | 						OregonLive.com",4852
We all know horses are packin heat : BlackPeopleTwitter,4834
Earn money on short links. Make short links and earn the biggest money - shorte.st,4862
"	Power out for 2,000 in SE Portland | 						OregonLive.com",4874
This Powerful Perspective Shift Will Inspire The Love You Want - mindbodygreen,4876
Costa Pura - Save The Ocean,4881
Want a job? These are the universities to go to | World Economic Forum,4883
One of the world's major fossil-fuel producers is putting a price on carbon - Business Insider,4924
Various Artists - Goon Tunez 30 Hosted by DJ Dinero Mixtape - Stream & Download,4882
,4914
"December 13, 2016: Wellness News You Need To Know - mindbodygreen",4905
Ultimate guide to ultra-marathon training - Runner's World,4918
"Four Killed, Hundreds Sickened in Australia Asthma Attacks Triggered by Thunderstorm | BCNN1 - Black Christian News Network",4898
And We've been together for 5 years now. : BlackPeopleTwitter,4892
A Portable North Pole video message from Santa - the-gingerbread-house.co.uk,4926
" 
            Right Relevance : Influencers, Articles and Conversations
        ",4962
Smoking Marijuana Vs Vaporizing Marijuana – Weed News,4815
SALE 50% OFF Vintage Multi-Colored Bead Necklace Blue White,4923
