0	169	713	1	1421	2464
0	8397	4861	156	6519	154639
11	993	458	10	264	49832
0	1005	1045	180	318	22394
0	1412	1361	173	250	22422
0	9078	6910	1290	810	343203
0	9078	6910	1290	810	343203
1	245	344	10	20350	17798
0	18	220	1	103	8746
0	808	892	174	1189	35983
0	858	1040	182	856	24295
0	571	72	17	3538	10448
0	9078	6910	1290	810	343203
0	2881	372	67	805	18706
0	90	13	2	367	4059
0	100	95	16	8586	6156
0	6493	5976	250	1627	13215
0	1258	150	628	0	1237993
0	341	184	9	5514	24056
0	990	974	193	865	27491
0	278	257	3	17	2526
0	1069	998	180	942	27840
0	9078	6910	1290	810	343203
0	9078	6910	1290	810	343203
0	1575	3076	173	3419	3254
0	5218	4606	243	1467	8500
0	211	429	69	0	7932
0	319	273	29	18816	64031
0	717	281	38	45366	159504
1	281	132	10	18325	21016
0	1773	1513	53	211	96356
0	1001	824	109	742	5039
0	9078	6910	1290	810	343203
0	115	143	0	945	371
0	484	501	1	3757	22147
0	352	58	9	283	171594
0	20990	21492	284	42	18181
0	167	193	4	4699	2808
0	9078	6910	1290	810	343203
0	57	189	3	8148	7863
0	1127	1293	317	12	159292
0	1212	1227	175	325	22516
0	256	1084	12	9060	3542
0	3044	2323	2	9453	14026
2	673	590	228	242	129191
1	1093	4955	116	110	847
0	836	982	3	1	12276
0	210	128	1	558	1024
123	6689	2539	14	12136	6462
0	5451	765	34	752	179801
0	2562	2975	425	3141	6444
0	4684	1474	117	1709	7673
0	946	603	9	5956	104846
0	521	229	280	0	324316
0	913	1065	165	976	24181
0	30	109	21	1	17286
0	171	144	4	9116	7059
0	672	590	228	242	129174
0	851	106	15	10642	35872
0	322	695	5	16684	90533
1	757	163	25	13628	5530
6	2728	148	146	11983	29923
0	1058	439	18	67268	24961
0	945	493	3827	2678	206048
0	132	52	39	14	38115
0	895	1060	159	981	24568
1	1910	370	12	35367	15783
0	96	81	0	137	290
0	162	256	25	108	4641
0	32	232	0	1687	426
0	37	94	0	1	46
0	8	22	15	0	1494
0	1036	222	36	5079	11143
0	9078	6910	1290	810	343203
0	304	144	1	5770	6513
0	1292	3747	7	4068	9617
0	2150	1161	28	1589	4851
2	1527	469	119	213	3514
0	8074	221	166	38655	115675
0	169	305	5	7451	2088
1	405	411	21	5157	5077
0	940	119	21	9120	20511
0	2388	2502	132	0	75004
3	3237	3358	610	242	62669
0	6063	487	106	123249	522393
0	162	20	77	4	33261
0	847	1024	157	832	24135
4	11957	209	96	21786	11923
0	115	100	2	3	979
0	89	212	25	2	4918
0	3456	297	35	233	176513
0	423	2855	13	3	2330
0	89	212	25	2	4918
0	1412	1361	173	250	22422
0	898	1101	18	11139	12858
0	869	849	56	33835	60265
4	107	78	1	74	2244
0	1992	1997	195	1372	33064
0	140	93	270	1	50411
0	249	164	4	1762	15396
1	930	1478	0	5152	4507
53	7102	74	98	38432	32620
1	145	171	3	22441	22793
0	157	48	5	2090	3707
0	1440	1449	166	282	21132
0	370	198	4	21134	31296
0	736	230	37	19034	129141
0	93	82	2	1906	29955
1	658	287	4	2802	18921
0	1658	188	17	20798	28091
0	99	192	0	19466	13721
0	9078	6910	1290	810	343203
1	5693	150	55	39401	17333
0	478	395	37	13633	45262
5	9078	6910	1290	810	343203
4	240	195	1	2478	5254
0	9078	6910	1290	810	343203
0	989	146	22	6780	9977
1	9078	6910	1290	810	343203
0	43	58	6	0	31967
1	725	598	2	4681	2859
1	418	229	0	4290	7647
0	9078	6910	1290	810	343203
0	9078	6910	1290	810	343203
0	1619	1440	104	11199	25497
1	1917	996	21	32110	56621
0	925	952	155	250	22185
0	2856	3570	154	128	5241
2	147	216	11	1269	2211
0	155	244	26	6	20931
0	140	93	270	1	50411
0	725	4756	9	560	4203
0	337	87	14	17749	37475
1	872	302	0	9002	2666
0	290	725	60	31	2487
0	739	293	53	188	883
0	583	492	21	1	281961
0	89	212	25	2	4918
0	1161	1210	170	327	22586
0	258	332	30	22429	34468
0	78	156	0	9713	17955
0	98	215	3	3714	3956
0	82	82	1	16274	6419
0	913	1065	165	976	24181
0	678	513	2	3361	14484
0	254	223	397	0	30879
0	126	37	144	0	55166
0	92	255	0	841	986
2	1638	2536	180	715	53419
0	396	241	2	775	2246
0	934	402	344	469	32952
0	138	368	4	1738	3019
0	1076	1037	183	1206	28299
0	101	134	3	18545	13183
0	7581	2607	33	2	47836
0	371	219	2	2686	13438
0	3022	1403	101	4689	68156
0	909	928	157	1139	26969
0	9078	6910	1290	810	343203
0	9078	6910	1290	810	343203
0	690	515	8	361	41454
0	9078	6910	1290	810	343203
0	4	100	0	21	26
0	672	590	228	242	129169
0	1258	150	628	0	1237993
0	9078	6910	1290	810	343203
0	627	202	5	239	11589
0	925	952	155	250	22185
0	141	464	11	960	2578
0	9078	6910	1290	810	343203
4	692	149	13	1050	3290
0	619	226	6	24	17457
0	5	34	0	0	43
0	9998	932	27	9500	40493
0	124	219	25	124	21684
2	64870	752	626	5743	15437
0	231	424	36	431	2272
1	5997	3242	31	24906	68210
0	1305	97	22	8873	37198
0	103	54	169	0	17740
0	2388	3017	385	1009	313657
4	245	149	5	14498	8871
1	2897	110	0	29	110
0	912	962	132	317	21043
0	94	199	3	3406	3792
1	6369	93	125	44952	84889
0	9078	6910	1290	810	343203
0	484	850	24	47976	109374
0	137	76	3	317	1114
1	13309	9101	489	13267	234204
0	1030	1048	194	869	27977
0	9078	6910	1290	810	343203
0	1005	1045	180	318	22394
1	2665	145	66	67	3676
1	622	400	0	4398	7002
0	9567	556	110	36289	59908
0	2043	1451	20	223	102043
1	893	461	5	31093	5855
73	1728	650	34	13862	67885
0	3582	167	74	40967	76649
2	8074	221	166	38655	115675
0	1855	1972	194	2309	37426
0	56	49	16	3	40675
0	231	424	36	431	2272
0	836	982	3	1	12276
15	1200	143	41	12417	6886
0	2562	2975	425	3141	6444
0	21	159	2	0	39838
1	703	143	89	9	85913
0	2388	3017	385	1009	313623
0	355	186	0	6	86419
0	2150	1161	28	1589	4851
0	2388	3017	385	1009	313626
0	1234	706	49	2162	5921
0	318	673	2	23867	39981
0	9078	6910	1290	810	343203
0	527	2635	45	1585	8295
0	1165	1176	174	308	22500
0	140	93	270	1	50411
0	1203	1232	184	310	22523
0	9078	6910	1290	810	343203
0	643	159	37	101286	128007
4	2562	2975	425	3141	6444
0	9078	6910	1290	810	343203
0	1115	0	30	0	54591
0	2086	206	56	15421	21505
0	423	2855	13	3	2330
15	2728	148	146	11983	29923
0	135	85	7	6677	6447
0	14155	542	45	1367	18247
0	13348	13581	286	8827	34709
0	313	296	6	94866	14238
0	213	225	5	9847	11020
0	301	232	1	537	1714
0	673	590	228	242	129183
1	1211	753	40	105858	41357
0	309	283	3	9143	12371
0	37	273	0	266	119
0	945	493	3827	2678	206048
0	1209	2	2700	3	313517
0	1089	483	31	71907	193628
0	3588	2433	138	91	174268
0	469	425	2	3057	7094
1	872	297	369	1990	26931
0	900	1116	163	854	24558
1	2702	118	13	59112	30631
1	2218	437	3	760	3729
0	322	294	117	6	136491
0	31	134	2	667	8487
2	1115	1152	30	17761	25835
0	5218	4606	243	1467	8500
0	2199	593	33	75007	26851
0	150	377	1	5705	6289
0	3588	2433	138	91	174268
1	9078	6910	1290	810	343203
0	1086	1999	18	35	1740
1	238	306	1	619	1193
3	14360	1220	255	349	8148
0	2846	1605	166	26883	33754
0	5218	4606	243	1467	8500
0	9078	6910	1290	810	343203
0	1921	1913	289	9526	13606
0	806	233	2	3784	7997
0	9078	6910	1290	810	343203
0	336	1912	6	16	10741
0	296	211	12	62027	15842
0	9078	6910	1290	810	343203
3	1995	1793	369	9503	13443
1	94	104	4	13963	29444
0	10846	7300	4	0	28974
0	9074	6908	1290	810	343168
0	450	1321	55	0	103058
0	1855	1972	194	2309	37426
0	1212	76	0	17	16
0	945	937	155	993	26061
0	922	949	177	899	31124
1	5693	150	55	39401	17333
0	13348	13581	286	8827	34705
0	146	362	14	123468	113355
0	990	974	193	865	27491
1	1525	1734	88	7239	118798
2	193	341	22	2742	4083
0	60	276	2	182	8091
0	2150	1161	28	1589	4851
0	8397	4861	156	6519	154639
0	269	565	0	59	976
0	566	679	13	12428	23218
0	730	2056	5	13272	5075
1	619	226	6	24	17457
0	342	432	11	4504	22064
0	583	492	21	1	281961
0	226	157	9	26255	27279
0	231	424	36	431	2272
0	785	1061	450	169	8135
0	1009	669	27	21158	30261
0	79	1	26	4	113099
1	9078	6910	1290	810	343203
0	295	183	9	40184	15518
1	2562	2975	425	3141	6444
0	2351	57	36	11010	13984
0	1212	1227	175	325	22516
0	673	590	228	242	129183
0	341	550	5	14556	10556
0	89	212	25	2	4918
0	10686	321	100	129	110218
0	254	223	397	0	30879
0	180	184	0	285	97
0	155	244	26	6	20931
1	18049	601	51	2190	4364
0	8	8	7	0	8160
0	89	212	25	2	4918
0	254	223	397	0	30879
0	132	52	39	14	38115
0	62	1	27	0	6843
0	672	590	228	242	129173
0	900	1116	163	854	24558
1	1940	926	61	722	2195
0	847	1024	157	832	24135
5	627	466	34	22251	76544
0	5285	279	74	3	22334
0	140	93	270	1	50411
1	527	2635	45	1585	8295
0	152	274	3	2536	3483
3	1637	1125	23	40674	17533
0	109	116	1	8254	689
0	265	524	2	4450	2314
0	79	1	26	4	113099
0	2522	269	54	64639	103312
1	423	166	6	14896	14157
0	992	506	4	8369	34066
0	9078	6910	1290	810	343203
0	293	273	0	2627	4532
0	403	1269	44	2	12646
1	769	767	6	7261	12205
0	343	174	9	55068	88005
0	5419	2598	170	1343	230406
0	117	74	12	2971	34434
0	10686	321	100	129	110218
0	5419	2598	170	1343	230406
0	699	475	19	11959	43349
1	98	80	1	12163	629
0	293	326	5	8647	7752
2	13309	9101	489	13267	234204
0	472	286	4	6434	1785
0	155	244	26	6	20931
6	799	56	17	17513	9678
0	277	230	39	29266	39381
0	249	154	13	40409	25058
0	2369	2608	48	0	12950
0	480	690	13	16897	5011
0	9078	6910	1290	810	343203
0	126	37	144	0	55166
0	9074	6908	1290	810	343168
0	30	20	8	154	204
0	644	199	13	50233	29483
0	526	438	2	3965	2733
1	2436	842	333	2972	32798
0	56	49	16	3	40675
0	1501	758	50	79731	75752
0	128	347	4	6643	12343
0	31	94	2	0	977
0	7581	2607	33	2	47836
0	296	559	4	8543	2634
0	211	429	69	0	7932
3	151	490	3	2775	877
0	667	514	18	8067	13266
5	152	18	6	1	2122
0	9078	6910	1290	810	343203
0	20989	21491	284	42	18179
0	476	459	4	11764	5366
0	6694	7046	130	3317	1820
0	5887	5644	777	26874	119973
0	3397	2242	82	18320	138637
0	1161	1210	170	327	22594
0	30	109	21	1	17286
0	673	590	228	242	129183
3	618	152	5	13373	12713
0	1203	1232	184	310	22523
6	112	304	1	5877	1172
3	2728	148	146	11983	29923
0	2043	1451	20	223	102043
0	1549	128	18	11585	7837
0	1176	963	322	1145	5761
0	858	1040	182	856	24295
0	1212	1227	175	325	22516
0	155	244	26	6	20931
1	381	449	1	3158	3277
0	13309	9101	489	13267	234204
0	4123	1323	58	13506	103172
0	115	100	2	3	979
0	672	365	7	76287	67416
0	171	250	1	394	1417
0	1212	1227	175	325	22516
0	13309	9101	489	13267	234204
0	9078	6910	1290	810	343203
0	68	182	9	4049	6965
1	341	280	10	4263	7898
0	4413	1704	17	14144	24517
0	177	77	0	917	10076
1	682	637	6	34579	42648
0	521	229	280	0	324316
0	9078	6910	1290	810	343203
4	384	487	0	4353	3831
3	481	424	2	2782	2975
0	3588	2433	138	91	174268
0	1263	1328	146	1028	21309
0	433	313	7	30	2603
0	89	212	25	2	4918
0	92	768	21	0	1244
0	11	57	9	0	4699
0	730	489	3	11559	63193
0	925	952	155	250	22185
0	278	257	3	17	2526
0	394	1214	13	6044	17183
0	8397	4861	156	6519	154639
0	521	229	280	0	324316
1	10344	1410	836	1746	802807
0	757	1276	1	4692	14234
0	9078	6910	1290	810	343203
0	63	173	1	15	6870
0	9078	6910	1290	810	343203
0	128	347	4	6643	12343
0	89	212	25	2	4918
0	869	701	9	17288	19258
0	128	347	4	6643	12343
0	9078	6910	1290	810	343203
1	263	186	15	29389	29289
0	140	129	0	77	4433
0	88	72	1	1279	783
0	1089	483	31	71907	193628
0	1203	1232	184	310	22523
0	51	150	3	6861	8498
0	21	130	15	0	1514
0	2388	3017	385	1009	313607
0	583	492	21	1	281961
0	225	60	133	0	87846
0	375	546	47	3731	4849
0	225	60	133	0	87846
0	2388	3017	385	1009	313623
0	1844	59	24	11630	19694
0	79	1	26	4	113099
0	8	8	7	0	8160
0	1263	1328	146	1028	21309
0	2562	2975	425	3141	6444
0	835	675	2	21718	8487
0	896	1072	174	912	24417
4	14704	10398	935	4016	88625
0	347	412	16	4817	55075
0	990	974	193	865	27491
0	433	313	7	30	2603
0	9078	6910	1290	810	343203
0	140	93	270	1	50411
0	2043	1451	20	223	102043
6	101000	85886	2079	33717	702685
0	79	1	26	4	113099
0	990	974	193	865	27491
0	900	1116	163	854	24558
0	9078	6910	1290	810	343203
0	880	851	194	888	27531
1	9318	4331	235	13710	26822
1	234	167	0	816	2108
0	9547	8510	359	204	32184
0	945	493	3827	2678	206048
0	6328	6843	144	28	15135
0	2073	250	553	98	7726
0	67	71	0	66	47
0	1203	740	3	1065	10545
0	9078	6910	1290	810	343203
0	2150	1161	28	1589	4851
0	128	347	4	6643	12343
0	211	429	69	0	7932
0	9078	6910	1290	810	343203
0	164	86	7	5486	1389
0	822	1126	13	11912	5255
0	8	8	7	0	8160
0	212	54	13	2936	113160
0	126	37	144	0	55166
0	1958	1643	88	21806	159988
0	5074	997	248	80896	19234
0	3245	195	219	2474	208659
1	9078	6910	1290	810	343203
0	990	974	193	865	27491
0	673	590	228	242	129197
0	1165	1176	174	308	22500
0	9078	6910	1290	810	343203
0	246	16	3	786	12690
4	3260	133	20	29733	27920
0	1668	519	12	1631	23266
20	228	325	7	23308	26732
0	857	130	10	6121	19524
0	2229	515	12	43405	106421
0	1069	998	180	942	27840
0	358	279	0	5272	7289
1	9078	6910	1290	810	343203
0	2436	842	333	2972	32798
0	2073	107	7	4010	4096
0	2082	2632	76	14237	54097
0	13309	9101	489	13267	234204
0	602	1805	79	90	24448
0	258	332	30	22429	34468
0	591	557	5	22785	32042
0	314	351	25	1944	1604
1	9078	6910	1290	810	343203
4	1548	1456	49	18227	13610
0	9078	6910	1290	810	343203
0	54	95	1	1431	2646
0	9078	6910	1290	810	343203
0	140	93	270	1	50411
1	5849	1514	53	1821	4858
43	4332	54	76	121054	76915
1	1231	420	7	28164	62232
0	2215	96	94	79478	123676
0	326	317	4	2135	4466
0	9078	6910	1290	810	343203
0	528	428	18	9758	15396
0	16	97	3	1	744
0	8074	221	166	38655	115675
1	226	205	1	6280	4298
0	3844	54	127	59	22757
0	5887	5644	776	26874	119973
0	137	234	2	3	1573
0	9078	6910	1290	810	343203
0	21	34	0	6111	23385
0	231	424	36	431	2272
0	13309	9101	489	13267	234204
0	281	132	10	18325	21016
0	4	39	1	15	39
0	133	119	5	47795	83994
4	219	85	6	2597	15646
21	501	23	0	3796	95
0	211	429	69	0	7932
0	450	594	2	795	11442
0	1740	612	75	4027	5573
0	602	1805	79	90	24448
0	836	982	3	1	12276
0	673	590	228	242	129191
0	162	275	4	188	2646
0	13348	13581	286	8827	34709
2	1338	991	16	59582	35211
1	1921	1913	289	9525	13605
0	5887	5644	777	26874	119973
1	136	105	15	69	56039
0	79	1	26	4	113099
0	9074	6908	1290	810	343168
0	1161	1210	170	327	22586
0	9078	6910	1290	810	343203
2	1448	1999	7	14564	7798
0	896	1072	174	912	24417
1	2388	3017	385	1009	313654
0	1623	343	11	56161	111515
0	717	281	38	45366	159504
0	1119	1001	117	469	2098
0	668	16	9	2039	36396
0	858	1040	182	856	24295
0	173	111	0	3471	2669
0	9074	6908	1290	810	343168
0	200	154	4	91	1291
0	78	156	0	9713	17955
0	3588	2433	138	91	174268
0	1437	245	56	15383	42422
0	330	70	2	43885	5190
0	960	169	2234	10	510077
0	2665	177	31	20285	45465
0	22	18	1	1780	3539
1	1549	128	18	11585	7837
0	7581	2607	33	2	47836
0	1556	498	4	11016	60684
0	246	225	1	1636	362
0	869	890	155	1125	28112
0	5044	3809	27	0	44708
0	521	229	280	0	324316
0	673	590	228	242	129197
0	744	189	15	20192	28868
0	148	291	22	679	1720
0	1918	1651	6	2871	66660
0	1568	447	21	33719	52572
0	1346	2302	16	20378	60041
0	923	1088	181	853	24672
2	120	134	0	40	417
0	1440	1449	166	282	21132
0	880	851	194	888	27536
0	155	244	26	6	20931
0	478	395	37	13633	45262
0	521	229	280	0	324316
0	1043	94	12	39236	22450
0	421	448	17	13193	62583
0	2162	410	50	2151	165342
0	1921	1913	289	9526	13606
0	13	145	0	34	25
0	925	952	155	250	22185
0	162	20	77	4	33261
0	1212	1227	175	325	22516
0	35	36	0	75	44
0	885	555	7	60091	56056
0	62	1	27	0	6843
0	56	49	16	3	40675
0	1522	530	358	0	445457
0	701	647	1	147	1110
0	1412	1361	173	250	22422
0	1326	302	18	26523	36730
0	9078	6910	1290	810	343203
0	495	747	23	3715	1595
0	3844	54	127	59	22757
0	8074	221	166	38655	115675
0	1991	1997	195	1372	33064
0	6328	6843	144	28	15135
0	234	334	2	649	1009
0	1855	1972	194	2309	37426
1	239	292	0	752	964
0	2043	1451	20	223	102043
0	1030	1048	194	869	27977
0	132	52	39	14	38115
2	3099	2816	108	4784	26768
7	13309	9101	489	13267	234204
0	923	1088	181	853	24672
0	16	97	3	1	744
0	118	88	1	18401	17317
0	1070	74	17	37220	24554
0	61	107	1	11731	12360
0	945	493	3827	2678	206048
12	11957	209	96	21786	11923
0	863	587	37	5919	34588
1	324	283	3	1884	4328
0	5429	1496	90	98663	195276
1	1637	1125	23	40674	17533
0	32	16	0	221	193
1	3167	233	69	11512	106200
0	258	332	30	22429	34468
0	263	199	15	9088	11024
0	715	392	1	1327	33829
0	9078	6910	1290	810	343203
0	847	1024	157	832	24135
3	753	88	76	14	7667
10	4482	399	113	43183	65328
0	14	11	9	1	56
0	1161	1210	170	327	22590
0	310	255	5	7819	26727
2	229	233	3	5516	7753
1	249	182	8	22978	26438
0	13309	9101	489	13267	234204
0	3588	2433	138	91	174268
0	3844	54	127	59	22757
0	1018	561	1	8462	13823
0	2150	1161	29	1589	4851
0	623	1431	17	7	375964
0	913	1065	165	976	24181
0	1115	0	30	0	54591
0	556	991	7	14830	3436
1	1549	128	18	11585	7837
0	137	234	2	3	1573
0	960	169	2234	10	510077
0	233	261	2	25377	17908
0	869	890	155	1125	28112
0	80	114	0	308	895
0	156	336	7	2197	25936
0	2150	1161	28	1589	4851
0	354	185	2	15348	30878
0	30	109	21	1	17286
0	132	52	39	14	38115
0	75	82	5	58234	20547
0	178	152	1	6032	9894
0	2910	66	75	20838	97705
0	5419	2598	170	1343	230406
0	128	347	4	6643	12343
0	433	313	7	30	2603
0	231	424	36	431	2272
0	9078	6910	1290	810	343203
0	192	360	1	7343	3854
1	907	357	6	4489	13609
3	1637	1125	23	40674	17533
5	612	578	5	9378	11177
0	9074	6908	1290	810	343166
1	259	214	3	10463	13939
0	213	216	1	132	2707
0	1069	998	180	942	27839
1	9078	6910	1290	810	343203
0	1235	137	25	11931	69090
0	1594	4996	21	308	5489
0	463	112	1	28	22196
0	89	212	25	2	4918
0	3370	137	91	1556	3341
0	213	226	8	602	4380
0	1115	0	30	0	54591
0	2526	3006	230	39488	25549
0	225	60	133	0	87846
0	913	1065	165	976	24181
0	1203	1232	184	310	22523
0	89	212	25	2	4918
0	9078	6910	1290	810	343203
0	14704	10398	935	4016	88625
1	2866	3147	182	36	19039
0	1384	1007	27	274	6100
0	9078	6910	1290	810	343203
0	9078	6910	1290	810	343203
0	922	949	177	899	31124
0	526	660	28	7790	50618
0	317	763	4	2186	6040
0	510	1112	7	4122	9139
0	30	127	1	1216	999
0	994	1018	174	1218	28588
1	1263	1328	146	1028	21309
0	1030	1048	194	869	27977
0	225	60	133	0	87846
0	1005	1045	180	318	22394
0	1440	1449	166	282	21132
7	2708	4999	65	2213	3716
0	3588	2433	138	91	174268
0	922	949	177	899	31124
3	84779	63640	137	47158	61231
0	231	424	36	431	2272
0	1235	137	25	11931	69090
0	99	192	0	19466	13721
0	673	590	228	242	129191
0	9078	6910	1290	810	343203
0	177	123	9	10560	22523
1	14704	10398	935	4016	88625
0	1134	51	33	9753	10781
0	178	152	1	6032	9894
0	225	60	133	0	87846
2	68	182	9	4049	6965
0	562	1892	3	4104	4216
2	356	276	2	7708	10886
0	284	144	13	611	23745
1	970	878	98	4920	23497
36	169	63	0	1178	3301
0	13348	13581	286	8827	34709
0	282	0	112	0	77525
0	89	212	25	2	4918
0	154	24	2	4083	14139
0	124	263	5	5359	1891
0	737	642	1119	1	4625
1	1150	853	269	95309	18742
0	178	152	1	6032	9894
0	299	102	25	14598	35714
1	333	338	3	1068	2816
0	1118	1401	176	1467	1066
0	4974	654	23	44	4136
0	126621	148071	587	4364	239822
0	225	276	6	21368	35493
1	9078	6910	1290	810	343203
0	1473	2597	1	1326	15815
0	504	346	29	325	11438
0	730	489	3	11559	63193
0	3844	54	127	59	22757
0	1141	187	33	20003	37165
2	1275	347	53	7751	41086
0	796	460	2	8026	8854
0	521	229	280	0	324316
0	4	13	0	1	1
0	940	119	21	9120	20511
2	2305	942	84	25505	26924
0	475	180	8	40801	53048
0	568	286	15	72088	172247
1	507	397	37	1626	2592
0	239	91	7	16585	6501
0	963	1931	32	2597	5027
0	323	100	8	5778	22014
0	6503	6473	73	603	58927
0	89	212	25	2	4918
0	5827	268	410	260	559276
0	3895	3141	37	53300	10784
0	385	318	5	9772	11513
0	68	820	19	0	1519
0	213	123	32	5673	7181
0	4	18	0	12	21
0	858	1040	182	856	24295
0	38	167	1	16470	13235
0	1899	1975	367	41	17396
0	618	869	0	2670	1012
2	2728	148	146	11983	29923
0	164	159	2	2083	1898
0	10	0	6	0	7209
0	983	275	14	6478	6218
0	297	97	18	6124	4805
0	633	109	7	0	3005
2	1666	970	52	7961	51183
0	1069	998	180	942	27840
0	2878	1239	2	0	5049
1	1549	128	18	11585	7837
0	778	769	3	19	2986
0	26	25	0	26	6
0	16	97	3	1	744
0	8397	4861	156	6519	154639
0	1255	586	9	302	18592
0	34	238	17	0	1520
0	524	463	1	5203	3185
0	9078	6910	1290	810	343203
1	9078	6910	1290	810	343203
0	847	1024	157	832	24135
0	925	952	155	250	22185
0	11	171	0	11	2
0	2856	3570	154	128	5241
0	254	608	39	261	1890
0	834	663	13	13246	26280
0	506	543	22	74	36751
0	9547	8510	359	204	32184
0	4	1	0	27	70
1	653	1155	7	374	1859
0	1258	150	628	0	1237993
0	564	618	10	33848	23382
0	20989	21491	284	42	18179
0	385	318	5	9772	11513
0	1200	143	41	12417	6886
0	1638	2536	180	715	53419
1	9078	6910	1290	810	343203
0	913	1065	165	976	24181
0	9078	6910	1290	810	343203
0	65	73	0	24	574
0	65	151	0	99	107
0	43	58	6	0	31966
0	1161	1210	170	327	22586
0	10686	321	100	129	110218
0	155	46	27	0	265934
0	168	245	2	10159	30073
0	10344	1410	836	1746	802807
0	1586	1546	182	3229	29641
0	2388	3017	385	1009	313654
0	964	124	27	6586	19123
0	560	533	25	691	1305
0	1211	753	40	105858	41357
0	9078	6910	1290	810	343203
20	21599	5341	4	3135	6264
0	822	602	162	452	10817
0	13348	13581	286	8827	34705
6	3844	54	127	59	22757
0	146	251	16	2635	3370
0	122	119	11	1099	14048
0	5559	306	287	86	152030
0	3597	135	50	34535	25047
0	1263	1328	146	1028	21309
0	9078	6910	1290	810	343203
0	2388	3017	385	1009	313623
0	1638	2536	180	715	53419
0	912	962	132	317	21047
0	180	549	3	336	3022
0	2189	2220	360	437	163267
0	8	54	1	0	2706
0	979	352	8	48753	19069
0	68	112	0	14	77
1	2096	828	58	11214	50237
0	567	434	2	2921	1163
0	3588	2433	138	91	174268
0	0	0	0	0	850
0	155	244	26	6	20931
0	274	202	0	1500	3072
0	27067	1356	76	171	3873
0	2665	177	31	20285	45465
0	836	982	3	1	12276
2	424	365	0	3359	1923
0	912	962	132	317	21047
0	26984	6256	120	16074	9509
0	238	113	4	7351	28209
0	623	1431	17	7	375964
1	3582	167	74	40967	76648
0	960	169	2234	10	510077
0	3844	54	127	59	22757
0	225	60	133	0	87846
0	880	851	194	888	27536
0	124	163	4	5809	6588
0	218	239	5	3198	19262
0	340	348	13	12782	8379
0	1212	1227	175	325	22516
0	83	194	1	275	1461
0	8397	4861	156	6519	154639
0	994	1018	176	1218	28588
0	386	684	10	5455	7829
0	58	98	1	10	29
0	847	1024	157	832	24135
0	56	129	8	0	10224
0	89	212	25	2	4918
1	9078	6910	1290	810	343203
5	433	450	5	18694	12962
0	9547	8510	359	204	32184
0	880	851	194	888	27531
0	218	239	5	3198	19262
1	880	851	194	888	27533
0	262	177	8	3829	81567
0	108	273	1	35507	52007
1	231	191	5	2357	26294
1	3844	54	127	59	22757
0	102	236	10	14533	11097
0	282	0	112	0	77525
5	753	88	76	14	7667
0	6475	1324	10	16841	1239
0	57	38	143	0	82451
9	5183	272	65	7022	56240
1	478	539	13	7103	18148
0	30	109	21	1	17286
0	299	102	25	14598	35714
0	673	590	228	242	129197
0	945	937	155	993	26061
1	151	132	3	25902	23980
